"old_names","new_names"
"alpha-amino acid catabolic process","alpha-amino acid catabolic process"
"alpha-amino acid metabolic process","alpha-amino acid metabolic process"
"formate transmembrane transporter activity","formate transmembrane transporter activity"
"formate transport","formate transport"
"intracellular organelle","intracellular organelle"
"cytosolic ribosome","cytosolic ribosome"
"cytosolic small ribosomal subunit","cytosolic small ribosomal subunit"
"intracellular non-membrane-bounded organelle","intracellular non-membrane-bounded organelle"
"ribosome","ribosome"
"organelle","organelle"
"non-membrane-bounded organelle","non-membrane-bounded organelle"
"ribosomal subunit","ribosomal subunit"
"small ribosomal subunit","small ribosomal subunit"
"ribonucleoprotein complex","ribonucleoprotein complex"
"mRNA binding","mRNA binding"
"structural molecule activity","structural molecule activity"
"structural constituent of ribosome","structural constituent of ribosome"
"acylphosphatase activity","acylphosphatase activity"
"ncRNA processing","ncRNA processing"
"RNA modification","RNA modification"
"tRNA wobble position uridine thiolation","tRNA wobble position uridine thiolation"
"tRNA modification","tRNA modification"
"tRNA thio-modification","tRNA thio-modification"
"tRNA processing","tRNA processing"
"RNA processing","RNA processing"
"tRNA wobble base modification","tRNA wobble base modification"
"tRNA wobble uridine modification","tRNA wobble uridine modification"
"molecular carrier activity","molecular carrier activity"
"sulfur carrier activity","sulfur carrier activity"
"carbon-oxygen lyase activity","carbon-oxygen lyase activity"
"hydro-lyase activity","hydro-lyase activity"
"lyase activity","lyase activity"
"2-oxopent-4-enoate hydratase activity","2-oxopent-4-enoate hydratase activity"
"protein-DNA complex","protein-DNA complex"
"positive regulation of metabolic process","positive regulation of metabolic process"
"positive regulation of biosynthetic process","positive regulation of biosynthetic process"
"positive regulation of nitrogen compound metabolic process","positive regulation of nitrogen compound metabolic process"
"positive regulation of biological process","positive regulation of biological process"
"positive regulation of cellular process","positive regulation of cellular process"
"positive regulation of transcription, DNA-templated","positive regulation of transcription, DNA-templated"
"positive regulation of macromolecule biosynthetic process","positive regulation of macromolecule biosynthetic process"
"positive regulation of RNA biosynthetic process","positive regulation of RNA biosynthetic process"
"positive regulation of nucleobase-containing compound metabolic process","positive regulation of nucleobase-containing compound metabolic process"
"DNA-binding transcription activator activity","DNA-binding transcription activator activity"
"positive regulation of nucleic acid-templated transcription","positive regulation of nucleic acid-templated transcription"
"positive regulation of cellular biosynthetic process","positive regulation of cellular biosynthetic process"
"positive regulation of macromolecule metabolic process","positive regulation of macromolecule metabolic process"
"positive regulation of RNA metabolic process","positive regulation of RNA metabolic process"
"positive regulation of cellular metabolic process","positive regulation of cellular metabolic process"
"molecular transducer activity","molecular transducer activity"
"cell communication","cell communication"
"signal transduction","signal transduction"
"phosphorelay response regulator activity","phosphorelay response regulator activity"
"phosphorelay signal transduction system","phosphorelay signal transduction system"
"signaling","signaling"
"intracellular signal transduction","intracellular signal transduction"
"antioxidant activity","antioxidant activity"
"thioredoxin peroxidase activity","thioredoxin peroxidase activity"
"peroxidase activity","peroxidase activity"
"oxidoreductase activity","oxidoreductase activity"
"cellular response to toxic substance","cellular response to toxic substance"
"cellular oxidant detoxification","cellular oxidant detoxification"
"cellular detoxification","cellular detoxification"
"oxidoreductase activity, acting on peroxide as acceptor","oxidoreductase activity, acting on peroxide as acceptor"
"cellular response to chemical stimulus","cellular response to chemical stimulus"
"peroxiredoxin activity","peroxiredoxin activity"
"response to oxidative stress","response to oxidative stress"
"reactive oxygen species metabolic process","reactive oxygen species metabolic process"
"hydrogen peroxide metabolic process","hydrogen peroxide metabolic process"
"hydrogen peroxide catabolic process","hydrogen peroxide catabolic process"
"cell redox homeostasis","cell redox homeostasis"
"[acyl-carrier-protein] phosphodiesterase activity","[acyl-carrier-protein] phosphodiesterase activity"
"phosphoric diester hydrolase activity","phosphoric diester hydrolase activity"
"fatty acid biosynthetic process","fatty acid biosynthetic process"
"fatty acid metabolic process","fatty acid metabolic process"
"carboxylic acid biosynthetic process","carboxylic acid biosynthetic process"
"monocarboxylic acid biosynthetic process","monocarboxylic acid biosynthetic process"
"small molecule biosynthetic process","small molecule biosynthetic process"
"organic acid biosynthetic process","organic acid biosynthetic process"
"archaeal or bacterial-type flagellum-dependent cell motility","archaeal or bacterial-type flagellum-dependent cell motility"
"cilium or flagellum-dependent cell motility","cilium or flagellum-dependent cell motility"
"bacterial-type flagellum-dependent cell motility","bacterial-type flagellum-dependent cell motility"
"bacterial-type flagellum-dependent swarming motility","bacterial-type flagellum-dependent swarming motility"
"benzene-containing compound metabolic process","benzene-containing compound metabolic process"
"aromatic amino acid family biosynthetic process","aromatic amino acid family biosynthetic process"
"aromatic amino acid family metabolic process","aromatic amino acid family metabolic process"
"para-aminobenzoic acid metabolic process","para-aminobenzoic acid metabolic process"
"para-aminobenzoic acid biosynthetic process","para-aminobenzoic acid biosynthetic process"
"cellular amino acid biosynthetic process","cellular amino acid biosynthetic process"
"oxo-acid-lyase activity","oxo-acid-lyase activity"
"4-amino-4-deoxychorismate lyase activity","4-amino-4-deoxychorismate lyase activity"
