Source 	Target
Q8ZLQ9	cysD
Q8ZN81	dxs
Q7CR28	era
Q8ZMZ3	guaA
Q8ZMZ3	fabA
Q8ZMZ3	flgI
Q8ZMZ3	mutS
Q7CQ15	nanM
Q8ZMI7	nanR
Q8ZLR1	pfkA
Q8ZLR1	pgk
Q8ZLR1	pepT
Q8ZLR1	cysC
Q7CR61	cysN
Q8ZNC1	cysJ
Q7CPY1	clsA
Q7CQ93	deoB
Q8ZN31	dtd
Q8ZMG1	cysI
Q8ZMG1	hemE
Q8ZMG1	hslU
Q8ZQ85	hutH
Q8ZQ85	hda
Q8ZQ85	mug
Q8ZQ85	nanK
Q8ZNG3	yejK
Q8ZPT6	alaE
Q8ZP41	ppc
Q8ZP41	dnaK
Q8ZP41	cedA
Q8ZP41	galK
Q8ZP05	dnaJ
Q7CQX6	dgt
Q7CQX6	efp
Q7CQX6	lipA
Q7CQX6	luxS
Q8ZQ41	mutM
Q8ZMV7	gshA
Q8ZMV7	hemA
Q8ZMV7	kdpA
Q8ZMV7	mltF
Q8ZP67	leuC
Q8ZLN7	lpxA
Q8ZLN7	norR
Q8ZLN7	nhaA
Q8ZLN7	norV
Q8ZPL8	norW
Q7CPB6	ndk
Q8ZPQ3	minE
Q8ZNQ6	msrP
Q8ZM58	frsA
Q8ZM58	fsa
Q8ZM58	fis
Q8ZM58	fliT
Q8ZL18	argH
Q8ZL18	astE
Q8ZL18	coaD
Q8ZL18	eno
Q93GS2	tuf1; tuf2
Q8ZRK3	glpG
Q8ZL32	gpmB
Q8ZL32	glmU
Q8ZL32	glyA
Q8ZL32	thrB
Q7CPV9	fadI
Q8ZK92	glpK
Q8ZQA4	glnD
Q8ZQA4	katG
Q8ZQA4	mltC
Q8ZQA4	lexA
Q8ZPQ7	msrA
Q8ZQK5	lspA
Q8ZQK5	mgrB
Q8ZQK5	menC
Q8ZQK5	miaA
Q7CPR3	metAS
Q8ZPM5	murA
Q8ZK25	murG
Q8ZKS2	mscL
Q8ZKS2	msrQ
Q8ZKS2	cca
Q8ZKS2	dapD
Q9XDN6	dadA
Q8ZQD7	entH
Q8ZLI1	iraD
Q8ZLI1	glpB
Q8ZLI1	gppA
Q8ZLI1	lgt
Q8ZLR0	hutI
Q8ZLR0	ligB
Q8ZLR0	hldD
Q8ZLR0	infA
Q93GS4	nadE
Q8ZNI0	lpxH
Q7CPU3	nanT
Q4AAY7	nagB
Q4AAY7	nanA
Q4AAY7	nfuA
Q4AAY7	plsY
Q8ZQ54	yjjX
Q8ZQA5	lpxC
Q8ZQA5	ispE
Q8ZQA5	ispD
Q8ZQA5	lpxK
Q7CPJ3	pepB
Q7CPJ3	purC
Q7CPJ3	panD
Q7CPJ3	hisA
Q7CPX8	hscA
Q8ZQA6	kdsA
Q8ZQA6	mdh
Q8ZQA6	mdtB
Q8ZQA6	nrdI
Q8ZRN3	mgsA
Q8ZQX6	metK
Q8ZRZ1	mraY
Q8ZRZ1	ispG
Q8ZRZ1	mnmA
Q8ZRZ1	kup
Q8ZMD4	ppnP
Q8ZN12	nuoB
Q8ZN12	prmA
Q8ZN12	proA
Q8ZN12	panC
Q7CP91	pdxA
Q8ZLS8	pdxB
Q8ZQB5	nhaB
Q8ZJW3	proB
Q8ZQ97	priB
Q8ZQ97	nuoC
Q8ZQ97	purA
Q8ZQ97	hemC
Q8ZQ09	hpcH
Q8ZQM5	kbaY
Q8ZML3	leuA
Q8ZML3	mnmE
Q8ZML3	rapA
Q8ZML3	queA
Q8ZNH2	cbiN
Q7CQ03	cbpM
Q8ZMC3	ispF
Q8ZQ72	lldD
Q9FA46	nfi
Q9FA46	hfq
Q9FA46	lepA
Q9FA46	lolB
Q8ZLV4	mdtH
Q8ZLV4	mdtI
Q8ZLV4	hutU
Q8ZLV4	ihfB
Q8ZLE6	ispH
Q7CPM4	kefC
Q8ZQ02	cmk
Q8ZM60	nanE
Q8ZM60	nudK
Q8ZM60	miaB
Q8ZM60	patA
Q93GM5	mdoB
Q7CQN6	rpmG
Q8ZMT7	rlmH
Q8ZMT7	slmA
Q8ZMT7	rpoB
Q8ZMT7	sfsA
Q8ZNK8	rsxE
Q8ZQL2	secB
Q8ZN14	torD
Q8ZN14	grcA
Q8ZN14	hisF
Q8ZN14	hemH
Q8ZQH5	mdtJ
Q8ZQH5	mnmC
Q8ZQH5	moaC
Q8ZQH5	nusB
Q7CQ91	rlmC
Q8ZML7	rpsJ
Q7CP69	alaS
Q8ZM21	thiI
Q8ZPE3	tdh
Q8ZPE3	uppP
Q8ZPE3	rimP
Q8ZPE3	rplY
Q8ZQL0	rplT
Q8ZQS7	rpsC
Q8ZQS7	leuS
Q8ZQS7	phnN
Q8ZQS7	rbsD
Q8ZQA9	purR
Q8ZQA9	rcnR
Q8ZQA9	rnb
Q8ZQA9	nuoK
Q7CR10	rhaA
Q8ZP87	rpoC
Q7CR89	frr
Q7CR89	speE
Q7CR89	trpA
Q7CR89	rplD
Q8ZLE3	serC
Q8ZMH1	selA
Q8ZMH1	tdcC
Q8ZMH1	tig
Q8ZMH1	uxaC
Q7CQ73	tusB
Q8ZPA0	rplR
Q8ZPA0	rsxC
Q8ZPA0	argS
Q8ZPA0	secA
Q8ZN45	speD
Q7CQD9	slyX
Q8ZPG3	ubiA
Q8ZPG3	frdD
Q8ZPG3	hldE
Q8ZPG3	hisC
Q7CPE6	gcvP
Q8ZMT0	mnmG
Q8ZMT0	marC
Q8ZMT0	kefF
Q8ZMT0	leuD
Q7CPY0	napA
Q8ZK12	proQ
Q8ZK12	rbfA
Q8ZK12	pepQ
Q8ZK12	matP
Q8ZQ28	mdtC
Q8ZP33	rplC
Q8ZLJ9	pyrG
Q7CQY9	rsxA
Q8ZMX1	rlmM
Q8ZMK4	rlmN
Q8ZRH3	sotB
Q8ZRH3	pduL
Q8ZRH3	pcm
Q8ZRH3	pyrI
Q7CQW1	rhlB
Q7CQP1	rpmH
Q8ZM37	aspS
Q7CP63	obg
H9L4A0	rpsT
Q8ZLY7	rsxD
Q7CPM3	rsmA
Q8ZLH0	selU
Q8ZLH0	msrB
Q8ZLH0	solA
Q8ZLH0	mtnN
Q8ZLZ0	murR
Q8ZQY2	nikR
H9L415	nuoA
H9L415	plsB
H9L415	nrfA
H9L415	pncB
Q8ZQR9	rplM
Q8ZLH8	rplN
Q8ZLH8	rpsB
Q8ZLH8	rsmB
Q8ZLH8	ruvB
H9L432	nadD
Q8ZL17	lplT
Q8ZKN7	panB
Q8ZKN7	pnp
Q8ZKN7	rpsH
Q8ZKN7	entD
Q8ZK09	fliC
Q8ZK09	sopB
Q8ZK09	sopB
Q8ZK09	torD
Q7CQS0	nanR
Q9XDN1	rfbC
Q8ZJZ3	fliC
Q8ZJZ3	yciB
Q8ZJZ3	yjhX
Q8ZJZ3	yfcJ
Q8ZNU1	gpt
Q8ZNU1	yaaI
Q8ZNU1	yeeX
Q8ZNU1	yebC
Q8ZK65	trpA
Q8ZK65	yceH
Q8ZK65	ybaB
Q8ZK65	ynfB
Q8ZN91	yciC
Q7CR40	yafD
Q8ZMN3	yaeP
Q8ZS07	zapD
Q8ZS07	ycdX
Q8ZS07	tusB
Q8ZS07	ugpA
Q8ZLN2	udk
Q8ZM59	rcnR
Q8ZM59	rhaD
Q8ZM59	rpoZ
Q8ZM59	sra
Q8ZMW9	ileS
Q7CPZ7	xylA
Q8ZPR3	pyrC
Q93GS3	recA
Q8ZKL5	rsmB
H9L478	rsxC
H9L492	tyrS
H9L492	glnS
H9L492	thiC
H9L492	glyQ
Q8ZP16	pheT
Q8ZNW8	deoA
Q8ZN32	tusE
Q7CQ52	phnW
Q8ZQN0	queF
Q8ZQ39	ppnP
Q8ZRJ6	rbn
Q8ZPH7	rpiA
Q8ZPH7	rpsL
Q8ZPH7	sopA
Q8ZPH7	tolB
Q8ZM16	sufE
Q8ZMP3	sufS
Q8ZMP3	lysS
Q8ZMP3	proS
Q8ZMP3	mraZ
Q8ZQP9	murD
Q8ZQU8	recR
Q8ZQU8	rnhA
Q8ZQU8	sulA
Q8ZQU8	spvA
Q7CQE3	rpmH
Q7CQE3	sprT
Q7CQE3	truA
Q7CQE3	ybjL
Q8ZQE2	rplP
Q8ZQE2	rodZ
Q8ZQE2	xni
Q8ZQE2	yccT
Q8ZQF4	ycaR
Q8ZQF4	yjjB
Q8ZQF4	mnmE
Q8ZQF4	mntH
Q8ZPC2	rplS
Q8ZN61	rph
Q8ZN61	rhaS
Q8ZN61	rpmF
Q8ZN61	rpsG
Q8ZPN8	smpB
Q8ZLX8	gltX
Q8ZRG8	tsaC
Q8ZRG8	uppP
Q8ZRG8	ygiB
Q8ZRG8	yfbU
Q8ZLK0	zipA
Q8ZP89	rhmA
Q8ZNL0	prfA
Q8ZML8	rplD
Q8ZML8	selA
Q8ZML8	speD
Q8ZML8	uxuA
Q7CQK4	phnR
Q7CPJ6	potA
Q8ZMN9	pipB2
Q8ZMN9	rbsA
Q8ZMN9	rhaT
Q8ZMN9	rpmJ2
Q93GM3	rsd
Q8ZK64	rsmJ
Q8ZK64	rsmC
Q8ZK64	rsmH
Q8ZK64	rsmF
Q8ZQY3	rnc
Q8ZMB1	rnfH
Q93GQ0	rlmN
Q93GQ0	frr
Q93GQ0	secD
Q93GQ0	rpoB
Q8ZR36	speA
Q7CQR6	sgrR
Q8ZNH3	rlmL
Q8ZL15	sfsA
Q8ZQB9	skp
Q8ZQB9	rpsK
Q8ZQB9	rsxE
Q8ZQB9	thiK
Q4AAY3	selU
Q4AAY3	thiG
Q4AAY3	uxaC
Q4AAY3	serS
Q7CPK2	wzyE
Q8ZND9	wecF
Q8ZMB7	murG
Q8ZM65	mutL
Q8ZM65	nagK
Q8ZM65	panB
Q8ZM65	pgsA
Q7CQN7	rbsD
Q8ZN69	rihA
Q8ZN69	rplC
Q8ZN69	rhlB
Q8ZN69	rimK
Q8ZRJ1	recO
Q8ZRJ1	rplQ
Q8ZRJ1	rplE
Q8ZRJ1	rlmI
Q7CQ54	rpoC
Q8ZPF3	dsdA
Q8ZPF3	rpoA
Q8ZPF3	slmA
Q8ZPF3	slyA
Q7CR92	glyS
Q7CPZ1	asnS
Q8ZKA6	ulaF
Q8ZKP4	rplX
Q7CR57	rpsU
Q7CR57	rpsR
Q7CR57	sucC
Q7CR57	metG
Q8ZQF5	thrS
Q8ZQF5	thiE
Q8ZQF5	tgt
Q8ZQF5	trmB
Q7CPX9	yfiC
Q8ZQF2	upp
Q8ZR57	zapA
Q8ZR57	rpsJ
Q8ZR57	rpsH
Q8ZR57	trmD
Q8ZRZ4	ypfN
Q8ZRZ4	rpsP
Q8ZRZ4	ubiG
Q8ZRZ4	tus
Q8ZJX3	ravA
Q8ZK28	ribH
Q8ZK28	rplR
Q8ZK28	rpmJ1
Q8ZK28	purT
Q8ZRW6	rhaM
Q8ZRW6	ribB
Q8ZRW6	rhaR
Q8ZRW6	recX
Q8ZLU6	rplK
Q8ZLU6	rplJ
Q8ZLU6	yegS
Q8ZLU6	rpmE2
Q8ZKT2	rlmM
Q8ZKT2	yihY
Q8ZKT2	yifE
Q8ZKT2	rpmD
Q8ZLC0	rplL
Q8ZMX3	secM
Q7CPV6	rpsN
Q8ZQZ2	ulaE
H9L498	ubiD
Q8ZKX2	yceI
Q8ZKX2	yciZ
Q8ZKX2	queC
Q8ZKX2	rplW
Q7CPG2	tsgA
Q7CPG2	yaeH
Q7CPG2	yicS
Q7CPG2	ychJ
Q8ZQA0	mdoC
Q8ZQA0	ppsR
Q8ZQA0	pyrE
Q8ZQA0	purR
Q8ZRC5	rpmI
Q8ZRC5	tusA
Q8ZRC5	yacG
Q8ZRC5	ypeA
Q8ZPT2	rplF
Q8ZPT2	treF
Q8ZPT2	ubiB
Q8ZPT2	ytjA
Q93GN5	yciU
Q8ZJW8	rpsD
Q8ZJW8	ruvC
Q8ZJW8	speB
Q8ZJW8	ulaC
Q7CPC8	thyA
Q8ZNI6	ycaD
Q8ZNI6	yejL
Q8ZNI6	tilS
Q8ZNI6	sseL
Q8ZR51	yibT
Q8ZR51	yhbP
Q8ZR51	zupT
Q8ZR51	yidC
Q8ZLV6	yhaM
Q8ZLV6	ycjF
Q8ZLV6	zntB
Q8ZLV6	truB
Q8ZMY9	ttcA
Q8ZMY9	yhbQ
Q8ZMY9	yubL
Q8ZMY9	zraP
Q8ZK40	yqgF
Q93GL9	ynfA
Q7CQQ8	tsaD
H9L443	ulaB
Q8ZLV5	zapB
Q8ZN10	ybjQ
Q8ZN10	yihI
Q8ZN10	ygfZ
Q8ZN10	yoaH
Q8ZR46	ysaB
Q8ZR46	yheU
Q8ZR46	ydgT
Q8ZR46	ybhG
Q8ZLR4	yaiI
Q8ZJV3	yeaH
Q8ZJV3	uvrB
Q8ZJV3	ydiB
Q8ZJV3	tdh
Q8ZQL5	trhO
Q8ZQL5	yjgA
Q8ZQL5	yfeW
Q8ZQL5	treA
Q7CR25	yqhA
Q8ZR49	yicR
Q8ZR49	yoaI
Q8ZR49	ydiV
Q8ZR49	yfbV
Q8ZRA0	yobH
Q8ZK36	ulaD
Q8ZK36	ulaA
Q8ZK36	ugpB
Q8ZK36	ung
Q8ZMX7	ubiE
Q8ZNY0	ugpC
Q8ZNY0	viaA
Q8ZNY0	alaS
Q8ZNY0	cysS
Q8ZP53	trmA
Q8ZRA3	ybeY
Q8ZL21	yobD
Q8ZL21	ytfE
Q8ZL21	yidE
Q8ZL21	rpsE
Q8ZRQ1	trpR
Q8XFG8	ulaG
Q8ZMP4	trpB
Q8ZMP4	yeaL
Q8ZMP4	yqgE
Q8ZMP4	yaaA
Q8ZK15	uvrC
Q8ZK15	znuC
Q8ZK15	yohO
Q8ZK15	uspB
Q8ZNG8	yeeN
Q8ZNG8	ycgL
Q8ZNG8	yajQ
Q8ZNG8	yebF
Q8ZL33	yfeO
Q8ZN99	ycfP
Q8ZQT8	accD
Q8ZM43	bamA
Q8ZR74	aaeA
Q8ZLA6	argR
Q8ZLA6	caiB
Q8ZLA6	apaH
Q8ZLA6	atpF
Q7CQX5	atpE
Q8ZP69	atpA
Q8ZP69	cbiB
Q8ZP69	dcd
Q8ZP69	dapB
Q7CPS5	pepA
Q7CPS5	acpP
Q7CPS5	argP
Q7CPS5	apt
Q8ZQW9	cyaY
Q8ZPP0	btuF
Q8ZK78	gcvT
Q8ZMD9	gmhA
Q8ZLJ3	gluQ
Q8ZRT4	impA
Q8ZPS7	cmk
Q8ZKG2	lpxB
Q8ZR05	nuoK
Q8ZJY3	otsA
Q8ZJY3	panD
Q8ZJY3	psiE
Q8ZJY3	yqfB
Q8ZLE0	aas
Q8ZKB3	aaeX
Q8ZPQ6	aroK
Q8ZPQ6	atpB
Q8ZPQ6	atpD
Q8ZPQ6	cysG
Q8ZR30	bioH
Q8ZL14	yeiP
Q7CQK8	epmA
Q8ZRM5	cysD
Q8ZRM5	epd
Q8ZRM5	eamB
Q8ZRM5	nei
Q7CR07	fucU
Q8ZND4	ftsB
Q8ZND4	ghrA
Q8ZND4	iscA
Q8ZND4	anmK
Q8ZRQ5	arnT
Q8ZMD0	atpC
Q8ZQ95	clpP
Q8ZQ95	atpH
Q8ZQ95	dcyD
Q8ZQ95	dinG
Q7CPF8	galK
Q7CPF8	glk
Q7CPF8	glgB
Q7CPF8	allR
Q8ZQU7	aes
Q8ZQU7	astE
Q8ZQU7	aroC
Q8ZQU7	arnD
Q8ZMR6	cof
Q8ZMR6	xseB
Q8ZMR6	era
Q8ZMR6	ais
Q8ZK38	clpX
Q8ZQG9	aroL
Q8ZQG9	cobS
Q8ZQG9	corA
Q8ZQG9	cysH
Q8ZR60	cysN
Q8ZRF0	btuB
Q8ZRI1	cdd
Q8ZKS6	dnaJ
Q8ZKS6	bioF
Q8ZKS6	accA
Q8ZKS6	bioB
Q7CQP7	allS
Q8ZRL5	btuD
Q8ZRL5	chbG
Q8ZRL5	coaE
Q8ZRL5	clsA
Q8ZPZ7	citG2
Q8ZMS7	dsbI
Q8ZMS7	fbp
Q8ZMS7	dapE
Q8ZMS7	hslO
Q8ZPL2	hspQ
Q8ZM73	hutG
Q8ZLU1	lsrK
Q8ZN38	lsrR
Q8ZN38	arnB
Q8ZN38	aroE
Q8ZN38	cysJ
Q7CPU7	dtd
Q8ZNH0	dut
Q8ZNH0	dtpD
Q8ZNH0	gpmI
Q8ZNH0	eno
Q8ZN76	nfo
Q8ZKM1	gsiB
Q8ZPQ9	cysI
Q8ZQN8	dapD
Q8ZN78	pgi
Q8ZQW4	diaA
Q8ZL43	deoD
Q8ZLH4	ybdK
Q7CQU5	ghrB
Q8ZMN5	glgX
Q8ZMN5	glgA
Q8ZMN5	dsbD
Q8ZMN5	engB
Q8ZLQ4	flgH
Q8ZLQ4	feoC
Q8ZLQ4	garL
Q8ZLQ4	frdD
H9L491	glpK
Q8ZKH6	gsiD
Q7CPU6	ilvD
Q8ZRG7	hisF
Q8ZRG7	argE
Q8ZRG7	argH
Q8ZRG7	araA
Q7CQJ9	arnC
Q7CQJ9	aroB
Q7CQJ9	atpG
Q7CQJ9	caiA
Q7CQV6	cmoB
Q93GM9	ccmA1
Q93GM9	ligA
Q93GM9	patD
Q93GM9	yfbR
Q8ZMI9	coaD
Q8ZMR0	ppc
Q8ZMR0	cbpA
Q8ZMR0	crcB
Q8ZMR0	feoB
Q8ZPT5	fliC
Q8ZK14	dnaA
Q8ZK14	dxs
Q8ZK14	dsbB
Q8ZK14	fabA
Q8ZNB6	yggX
Q8ZNB6	acpH
Q8ZNB6	acpS
Q8ZNB6	aceK
Q7CPE0	aaeB
Q8ZQX8	pgl
Q8ZQH4	arcA
Q8ZQH4	argO
Q8ZQH4	apaG
Q8ZQH4	arnF
Q8ZQ98	caiD
Q8ZQ98	dnaK
Q8ZQ98	ccmAE
Q8ZQ98	csrA
Q8ZLF8	fabZ
Q8ZLF8	fabH
Q8ZLF8	fdhE
Q8ZLF8	gatY
Q8ZQM6	gatZ
Q8ZP72	gpsA
Q8ZP72	btuC
Q8ZP72	astC
Q8ZP72	glnE
Q8ZRB8	glsA
Q8ZKJ6	gpmA
Q8ZKJ6	glpE
Q8ZKJ6	fis
Q8ZKJ6	flgI
Q8ZNX6	lsrF
Q8ZNX6	mdtJ
Q8ZNX6	kdpC
Q8ZNX6	mnmA
Q8ZL44	lplT
Q8ZL44	nudL
Q8ZL44	mgtC
Q8ZL44	ccmE1
Q7CP90	dxr
Q8ZMZ0	cmoA
Q8ZMZ0	citG1
Q8ZMZ0	clcA
Q8ZMZ0	coaA
Q8ZRK4	dps
Q8ZK19	fusA
Q8ZK19	eco
Q8ZK19	gsiC
Q8ZK19	mutM
Q8ZM48	glpB
Q8ZL11	htpG
Q8ZL11	lptE
Q8ZL11	ispG
Q8ZM42	metE
Q8ZRH6	menD
Q8ZRH6	metN2
Q8ZRH6	minC
Q8ZRH6	metJ
Q8ZN48	groEL
Q8ZN48	def
Q8ZN48	hemE
Q8ZN48	fadA
Q8ZN27	glgS
Q7CQ96	ibpA
Q8ZKA4	ibpB
Q8ZME5	hfq
Q8ZME5	hpcH
Q8ZME5	ispD
Q8ZME5	iscR
Q8ZLE5	ligB
Q7CPS7	lldD
Q8ZLJ1	malT
Q8ZNH9	minE
Q8ZRB9	metN1
Q7CQW3	menC
Q8ZKX6	hscB
Q8ZKL2	gdx
Q8ZKL2	glgC
Q8ZKL2	folE
Q8ZKL2	hemF
H9L464	htpX
H9L464	hldD
H9L464	macB
H9L464	marC
Q8ZQ44	menH
Q8ZQ44	mdtL
Q8ZQ44	leuA
Q8ZQ44	leuE
Q8ZM69	lamB
Q8ZMA2	leuC1
Q8ZQN3	mukF
Q8ZKC2	cca
Q8ZME0	dgoD
Q8ZME0	crl
Q8ZME0	cobQ
Q8ZME0	dctA
Q7CQN8	fieF
Q7CQN8	dsrB
Q7CQN8	emtA
Q7CQN8	fadB
Q9XDN3	fadJ
Q7CQ29	murA
Q7CQZ5	murQ
Q8ZJU3	phoP
Q8ZLD3	phoQ
Q8ZLD3	pdxJ
Q8ZLD3	pfkA
Q8ZLD3	pdxK
Q8ZR92	pgk
Q8ZNJ5	pepT
Q8ZNJ5	pdxY
Q8ZNJ5	cysC
Q8ZNJ5	caiE
Q8ZM62	cedA
Q8ZM62	deoB
Q8ZM62	hslV
Q8ZM62	hslU
Q8ZRC3	hutH
Q8ZQ93	murE
Q8ZQ93	nanM
Q8ZQ93	napA
Q8ZQ93	yejK
Q8ZN23	allB
Q8ZN23	aroA
Q8ZN23	asnA
Q8ZN23	arnA
Q8ZKS3	arnE
Q8ZKS3	dgt
Q8ZKS3	dgcQ
Q8ZKS3	entS
Q8ZLM0	tmk
Q8ZK93	lipA
Q8ZMR5	lolD
Q8ZMR5	folD
Q8ZMR5	infB
Q8ZMR5	ilvC
H9L496	kefF
H9L494	kefG
Q8ZRY8	kdpB
Q8ZRY8	lexA
Q8ZRY8	thrL
Q8ZRY8	nagZ
Q8ZNF7	nadD
Q8ZNF7	mdtB
Q8ZNF7	norR
Q8ZNF7	nhaA
Q8ZNY6	norV
Q8ZNY6	norW
Q8ZNY6	nepI
Q8ZNY6	nlpI
Q8ZJZ4	ndk
Q8ZJZ4	malK
Q8ZJZ4	mgrB
Q8ZJZ4	metK
Q7CQ86	msrQ
Q8ZQE5	caiC
Q8ZN15	dadA
Q8ZN15	der
Q8ZN15	dnaT
Q8ZN15	frsA
Q7CPK1	fsa
Q7CPK1	frdC
Q7CPK1	erpA
Q7CPK1	fabR
Q8ZMR7	fliT
Q8ZMR7	glyA
Q8ZMR7	gshA
Q8ZMR7	gsiA
Q8ZNA3	kdsB
Q8ZL40	actP
Q8ZK52	azoR
Q8ZK52	argB
Q8ZK52	cbiD
Q8ZK52	clpS
Q8ZPD5	aroD
Q93GP2	cheB
Q8ZRN2	tuf1; tuf2
Q8ZP96	glpG
Q8ZM01	gpmB
Q8ZM01	guaA
Q8ZM01	fmt
Q8ZM01	fliB
Q8ZKZ6	fliE
Q8ZJW2	glmM
Q7CQC5	grcA
Q8ZM05	ispF
Q8ZM05	mepA
Q8ZM05	kefB
Q8ZM05	fadI
Q4AAY5	glmU
Q4AAY5	hcp
Q4AAY5	mntP
Q4AAY5	mltF
Q7CR65	msrA
Q7CPP4	mtfA
Q8ZMV5	maeA
Q8ZMV5	miaA
Q8ZMV5	mnmG
Q8ZMV5	ompD
H9L411	cyoE
Q8ZRJ2	cutA
Q8ZRJ2	dinB
Q8ZRJ2	tsf
Q8ZRJ2	fdhD
Q7CPY5	iraD
Q93GS8	gloB
Q8ZR90	gppA
Q8ZS18	tdk
Q8ZRJ3	hisA
Q8ZRJ3	hisH
Q8ZRJ3	hda
Q8ZRJ3	lspA
Q8ZPW2	moaC
Q8ZM78	phnU
H9L481	idi
Q7CQF2	hutU
Q93IT0	luxS
Q93IT0	mgsA
Q93IT0	nanT
Q93IT0	nagB
Q93DX3	murI
Q93DX3	nanA
Q93DX3	nfi
Q93DX3	plsY
Q8ZQ77	yjjX
Q8ZQ77	proQ
Q8ZQ77	obg
Q8ZQ77	hemH
Q8ZLK8	hemA
Q8ZL31	leuC2
Q8ZNE5	lpxC
Q8ZLH1	iraM
Q8ZLH1	nadE
Q8ZLH1	lsrA
Q8ZLH1	nuoC
Q7CPN8	purC
Q8ZN37	pckA
Q8ZN37	ispE
Q8ZN37	lpxD
Q8ZN37	lptD
Q8ZR59	lsrG
Q8ZR59	lplA
Q8ZR59	lsrE
Q8ZR59	mdtG
Q8ZRT2	nrdI
Q8ZMX0	metAS
Q8ZMX0	mraY
Q8ZMX0	pyrB
Q8ZMX0	pyrH
Q8ZKR5	iscS
Q7CPN4	katG
Q8ZQ92	leuD2
Q8ZQ92	mltC
Q8ZQ92	kup
Q8ZQ92	lpxH
Q8ZMP5	yedP
Q8ZMP5	priB
Q8ZMP5	nsrR
Q8ZMP5	yceF1
Q8ZQM9	prmA
Q8ZQM9	proA
Q8ZQM9	mdoB
Q8ZQM9	murB
Q7CPZ9	mug
Q7CPZ9	panC
Q7CPZ9	phnX
Q7CPZ9	pdxB
Q7CR80	nuoA
Q8ZK96	proB
Q8ZQN9	pth
Q8ZPE2	pyrG
Q8ZPE2	rapZ
Q8ZPE2	lgt
Q8ZPE2	aat
Q7CPH7	mutS
Q8ZL22	recF
Q8ZL22	psd
Q8ZL22	pyrF
Q8ZL22	pxpA
Q8ZPJ0	caiT
Q8ZR43	cbiN
Q8ZR43	cbpM
Q8ZR43	ispH
Q8ZR43	kdpA
Q8ZJY8	thrB
Q8ZMW3	adk
Q8ZMW3	mtnN
Q8ZMW3	pepB
Q8ZMW3	nhaB
Q8ZNR5	hisG
Q8ZRG6	lepA
Q8ZRG6	leuD1
Q8ZRG6	hisD
Q8ZRG6	lolB
Q8ZK49	mdtH
Q8ZK49	mdtI
Q8ZK49	ihfA
Q8ZK49	ihfB
Q8ZK51	gmk
Q8ZK51	leuB
Q8ZK51	lpxA
Q8ZK51	mscL
Q8ZPQ8	mutH
Q8ZKD1	nhaP2
Q8ZKD1	nudK
Q8ZKD1	nrfA
Q8ZKD1	pyrD
Q7CP79	lpxK
Q7CP79	mdh
Q7CP79	mdtK
Q7CP79	patA
Q8ZLT6	msrP
Q8ZLT6	pdxH
Q8ZLT6	rnhB
Q8ZLT6	rlmC
Q8ZMY8	rlmG
Q8ZMY8	rpsS
Q8ZMY8	slyX
Q8ZMY8	torD
Q8ZRJ5	syd
Q8ZLC9	infA
Q8ZLC9	hutI
Q8ZLC9	iraP
Q8ZLC9	orn
Q8ZR38	nuoN
H9L4B6	prfC
Q8ZPB7	rhaA
Q8ZPB7	rnb
Q8ZPB7	invH
Q8ZPB7	rnt
Q8ZMQ3	thiQ
Q8ZMQ3	trmJ
Q8ZMQ3	ugpE
Q8ZMQ3	nuoI
Q8ZLU5	rpsF
Q8ZP29	symE
Q8ZP29	pheS
Q8ZP29	rsmA
Q8ZP29	argS
Q8ZR48	serC
Q8ZR48	pepE
Q8ZR48	rapA
Q8ZR48	phnS
Q8ZMR2	ribA
Q8ZMR2	pstB
Q8ZMR2	rlmD
Q8ZMR2	rpsO
Q8ZKD0	speE
Q8ZKD0	nuoH
Q8ZKD0	rhmD
Q8ZKD0	rimO
Q8ZQN2	rplO
Q93GN1	rplB
Q8ZL12	rlmH
Q8ZP55	rraA
Q8ZK24	selO
Q8ZJT7	surE
Q8ZJT7	aspS
Q8ZJT7	wecG
Q8ZJT7	thiI
Q7CPW2	tpiA
Q7CR47	rihC
Q7CPM1	rimP
Q8ZLH9	rplY
Q8ZMR9	rplT
Q8ZMR9	rplA
Q8ZMR9	rppH
Q8ZMR9	sdhE
Q7CQG4	thiM
Q7CPR5	tdcC
Q7CR56	tig
Q8ZN57	sthA
Q7CQ74	spvB
Q8ZN06	tusD
Q8ZN06	ubiC
Q8ZN06	truD
Q8ZN06	tusC
Q8ZKM7	spvC
Q7CQW0	sstT
Q8ZPY8	srkA
Q8ZPY8	leuS
Q8ZPY8	ubiA
Q8ZPY8	fucI
Q8ZQR3	hldE
Q93IT2	hmp
Q93IT2	hisC
Q93IT2	gcvH
Q93IT2	glnD
Q7CQ45	guaC
Q4AAY9	mnmC
Q4AAY9	mtgA
Q4AAY9	queA
Q4AAY9	rpmE
Q8ZKC8	rpmG
Q8ZKC8	rplI
Q8ZKC8	hemL
Q8ZKC8	kduI
Q8ZMP9	kdsA
Q8ZMP9	kefC
Q8ZMP9	modC
Q8ZMP9	nadK
Q7CPZ2	nanR
Q8ZP83	nudI
Q8ZQK2	nusB
Q8ZK99	rbfA
Q8ZK99	pepQ
Q8ZK99	phnT
Q8ZK99	pnp
Q7CPJ0	rpmA
Q93GL4	rpmC
Q8ZKT1	matP
Q8ZKT1	mdtC
Q8ZKT1	purA
